,login,reponum,code,star,commit,Objective-C,Clojure,Java,Go,JavaScript,Swift
0,myidpt,8,259499,12,93,0,0,0,0,0,0
0,liminw,2,55718,0,471,0,0,0,0,54158,0
0,jacob-delgado,1,5801141,0,6563,0,0,0,695,1760,0
0,irisdingbj,13,235787,6,665,0,0,0,0,0,0
0,Kmoneal,4,4288,2,31,0,0,0,0,0,0
0,aryan16,11,407479,0,67,0,0,0,0,0,0
0,jtrbs,3,39673,0,33,0,0,0,0,0,0
0,kebe7jun,14,2243157,78,203,0,0,0,0,9679,0
0,GregHanson,2,2258,7,27,0,0,0,22120,0,0
0,nmnellis,9,991139,391,135,0,0,0,95016,71654,0
0,dgn,6,10840,39,64,0,0,0,0,0,0
0,mandarjog,22,1824437,28,7603,0,0,0,0,0,0
0,linsun,24,1184396,8,294,0,0,0,0,0,0
0,nicole-lihui,11,214270,3,147,149,0,0,0,0,1616
0,justinpettit,0,0,0,0,0,0,0,0,0,0
0,ZhiHanZ,24,8838592,22,345,0,0,0,0,0,0
0,brian-avery,9,431669,2,206,0,0,0,0,0,0
0,sergii-ssh,0,0,0,0,0,0,0,0,0,0
0,Shikugawa,34,988490,27,3012,0,0,0,0,18763,0
0,stewartbutler,1,956,0,1,0,0,0,5308,0,0
0,zackzhangkai,4,2422431,10,418,0,0,0,0,0,0
0,nielsole,13,128984,12,406,0,0,0,0,2174,0
0,jwendell,30,3513705,123,26146,0,0,0,0,327,0
0,su225,8,756714,3,253,0,0,0,464088,0,0
0,yingzhuivy,0,0,0,0,0,0,0,0,0,0
0,tbarrella,2,15640,11,474,0,0,0,0,0,0
0,eliavem,2,451353,0,4,0,0,0,33204,0,0
0,zhaohuabing,49,10553,521,4671,0,0,16284,0,0,0
0,xulingqing,0,0,0,0,0,0,0,0,0,0
0,kyessenov,10,1567593,39,3503,0,0,0,0,0,0
0,sunbit,11,20558,0,92,0,0,0,0,0,0
0,JimmyCYJ,8,21911,2,197,0,0,0,0,0,0
0,jasonwzm,22,574938,2,807,0,0,0,0,12815,0
0,incfly,17,69573,7,369,0,0,0,0,0,0
0,adiprerepa,29,401164,9,651,0,0,102397,0,0,0
0,zufardhiyaulhaq,67,236664,214,2536,0,0,0,0,0,0
0,devincd,10,27205,30,134,0,0,0,0,0,0
0,silenceshell,23,945057,806,424,0,0,0,38146,0,0
0,ChenglongGao327,0,0,0,0,0,0,0,0,0,0
0,nak3,36,4016752,52,988,0,0,0,0,0,0
0,jmazzitelli,14,2449097,23,168,0,0,95615,0,0,0
0,gy95,1,16,0,3,0,0,0,0,0,0
0,S-Chan,1,89,0,1,0,0,0,0,0,0
0,JoshVanL,51,6703661,16,2990,0,0,22711,0,0,0
0,williamaronli,3,15394,0,10,0,0,0,55946,0,0
0,kailun-qin,1,6577,0,2,0,0,0,0,0,0
0,ryantking,19,308645,18,361,0,0,0,0,0,0
0,shamsher31,41,260438,15,556,0,0,0,0,940,0
0,akshitgrover,49,861298,105,729,0,0,0,0,62078,0
0,nrjpoddar,6,3663,1,47,0,0,4836,0,0,0
0,chizhg,7,10236,9,78,0,0,0,0,0,0
0,qfel,3,3842,8,76,0,0,0,0,0,0
0,wzshiming,136,887937,492,3695,0,0,0,81787,0,0
0,lizan,10,14356563,96,63,10879,0,0,0,0,0
0,sridharlreddy,3,92,0,11,0,0,0,0,0,0
0,domcyrus,2,618,1,6,0,0,0,0,0,0
0,zhongfox,23,1399338,43,1035,0,0,0,0,0,0
0,smwyzi,5,35032,0,119,0,0,0,0,0,0
0,shivanshu1333,17,284558,10,158,0,0,0,0,0,0
0,xichengliudui,5,4223,0,42,0,0,0,0,0,0
0,rveerama1,0,0,0,0,0,0,0,0,0,0
0,dbgoytia,42,7710269,4,807,0,0,0,0,1732,0
0,elfinhe,2,2008,0,15,0,0,55267,0,0,0
0,zerobfd,2,1668,1,3,0,0,0,0,0,0
0,DineshKrishnanG,5,32080,0,71,0,0,132906,0,0,0
0,PiotrSikora,3,19626,31,1523,0,0,0,0,0,0
0,carolynhu,5,2205982,0,80,0,0,0,11575,0,0
0,yanniszark,23,2711811,6,141,0,0,0,0,0,0
0,gargnupur,0,0,0,0,0,0,0,0,0,0
0,aattuluri,4,3041,0,63,0,0,57608,0,1700,0
0,josephpeacock,0,0,0,0,0,0,0,0,0,0
0,panjf2000,14,49672,14664,1835,0,0,0,0,0,0
0,sdake,30,1474478,69,40678,0,0,0,0,0,0
0,liwenhao0810,0,0,0,0,0,0,0,0,0,0
0,daixiang0,4,30195,149,235,0,0,0,91879,0,0
0,sunzhaochang,5,1179694,2,34,0,0,0,0,295691,0
0,sel-vcc,2,16,0,13,0,0,0,0,0,0
0,craigbox,0,0,0,0,0,0,0,0,0,0
0,chethan-89,3,18455,1,122,0,0,0,0,0,0
0,diogormendes,3,13089,0,6,0,0,0,0,0,0
0,npfitz,10,184358,5,69,0,0,68192,0,0,0
0,john-metabase,0,0,0,0,0,0,0,0,0,0
0,alazier,0,0,0,0,0,0,0,0,0,0
0,segiddins,70,655014,439,928,0,0,0,0,1282,0
0,kspangsege,1,69947,1,2,0,0,0,0,0,0
0,GreatApe,4,66372,2,121,0,0,0,0,0,319665
0,zuschlag,0,0,0,0,0,0,0,0,0,0
0,timanglade,3,22957,73,85,0,0,0,0,0,0
0,simonask,28,312741,666,3179,0,0,0,0,0,0
0,sheelc,10,53221,23,240,0,0,0,0,23674,0
0,xian,12,190902,40,853,0,0,0,0,0,0
0,Gerg,21,1597118,14,162,0,0,0,0,0,0
0,elliot-nelson,13,125269,12,577,0,0,0,0,173583,0
0,infews,32,257440,91,716,0,0,0,0,148,0
0,nitobuendia,6,10774,59,201,0,0,0,0,0,0
0,voithos,26,465668,233,2280,0,0,0,0,0,0
0,vhermannitk,1,1,0,1,0,0,0,0,0,0
0,rgould,10,69748,6,1304,0,0,0,0,1198,0
0,DCtheTall,39,251801,281,1765,0,0,0,0,38868,0
0,jbunton-atlassian,1,619,0,2,0,0,0,0,699,0
0,maxbrunsfeld,25,155984,1231,11261,0,0,0,0,218101,0
0,moonmaster9000,76,174913,393,1983,0,0,0,0,0,0
0,amilligan,5,5816,23,72,0,0,0,0,0,0
0,kapke,32,737105,32,587,0,0,0,0,0,0
0,jsoref,57,686325,120,10605,102809,0,0,0,471204,0
0,agilliland,1,345,0,1,0,1645,0,0,0,0
0,salsakran,5,29688,6,60,0,0,0,0,0,0
0,attekei,8,156034,5,232,0,0,0,0,3264,0
0,lewisl9029,28,1302055,108,1705,0,0,0,0,67441,0
0,senior,7,465749,11,84,0,0,1897,0,0,0
0,thearthur,19,458136,28,5954,0,0,0,0,0,0
0,darkares2,23,215389,9,167,0,0,0,0,0,0
0,mekjaer,5,29772,10,16,6317,0,0,0,0,0
0,astigsen,0,0,0,0,0,0,0,0,0,0
0,fyell,5,54943,1,18,0,0,0,0,0,0
0,danielpovlsen,3,6946,281,45,0,0,0,0,0,0
0,gcox,0,0,0,0,0,0,0,0,0,0
0,amavisca,0,0,0,0,0,0,0,0,0,0
0,jjepsen,0,0,0,0,0,0,0,0,0,0
0,tom-sparo,0,0,0,0,0,0,0,0,0,0
0,liamnichols,10,8405,28,131,0,0,0,0,0,0
0,samritchie,9,217100,30,287,0,0,0,0,0,0
0,dismory,2,3424,2,36,0,0,0,0,27654,0
0,Reflejo,27,52409,898,511,0,0,0,0,0,0
0,bjchrist,2,33736,0,29,0,0,0,0,65922,0
0,cbess,40,318741,913,1272,0,0,0,0,0,0
0,cltnschlosser,3,1809,0,4,0,0,0,0,0,0
0,yoshyosh,40,2090544,35,2052,0,0,0,0,2230514,0
0,kristiandupont,23,128537,479,1191,0,0,0,0,0,0
0,oleks,93,1462858,123,2210,0,0,0,0,0,0
0,vinnyt,9,2045,5,2109,0,0,0,0,0,0
0,cbush,11,150530,3,195,0,0,0,0,68619,0
0,hovoere,0,0,0,0,0,0,0,0,0,0
0,moored,0,0,0,0,0,0,0,0,0,0
0,pizthewiz,37,27043,149,2212,34739,0,0,0,0,0
0,Anviking,12,5685404,1155,962,1430878,0,0,0,0,0
0,marcboquet,12,153778,159,187,0,0,0,0,0,0
0,mttrb,10,97062,909,98,48610,0,0,0,0,0
0,natanrolnik,14,390995,146,650,114206,0,0,0,0,0
0,OliverLetterer,55,223420,2144,2268,81368,0,0,0,0,0
0,palewar,5,49199,221,111,0,0,0,0,0,267733
0,geragray,0,0,0,0,0,0,0,0,0,0
0,ksvitkovsky,0,0,0,0,0,0,0,0,0,0
0,pivotalangellist,0,0,0,0,0,0,0,0,0,0
0,tonyarnold,22,521356,249,938,0,0,0,0,0,0
0,yuuki1224,19,226741,1,324,1452537,0,0,0,0,0
0,MarkVillacampa,26,1406941,105,5049,0,0,0,0,0,0
0,1.31E+57,15,1090201,7,349,4592,0,0,0,0,0
0,allending,4,24183,17,133,463839,0,0,0,0,0
0,nevil,11,10703,9,97,0,0,0,0,0,0
0,andr3a88,29,295434,13,353,0,0,0,0,0,33820
0,neonichu,159,3517306,2975,1439,0,0,0,0,0,0
0,conradev,34,431810,1515,807,1030890,0,0,0,0,0
0,dacharyc,6,39143,0,62,0,0,0,0,0,0
0,molind,2,2203,10,11,13326,0,0,0,0,0
0,zntfdr,9,11350,499,296,0,0,0,0,0,0
0,byaruhaf,9,85406,3,691,0,0,0,0,0,461192
0,ikesyo,15,72349,880,1291,0,0,0,0,48,0
0,jlampa,1,518,0,2,0,0,0,0,536,0
0,jongchulshin,1,1467,0,3,0,0,0,0,0,3928
0,kittinunf,17,65119,5548,1426,682,0,0,0,0,23526
0,lukecottage,5,3825,1,89,0,0,0,0,0,0
0,bagvendt,12,300673,10,520,21674,0,0,0,0,0
0,bugix,19,69390,10,82,51241,0,44802,0,0,0
0,mrh-is,7,654098,26,244,22590,0,0,0,0,0
0,mamaral,19,61237,14185,1271,1093231,0,0,0,0,0
0,nhachicha,24,72391,82,81,4963,0,0,0,0,0
0,nicolas255,0,0,0,0,0,0,0,0,0,0
0,paulyhedral,35,111947,46,644,493103,0,0,0,0,0
0,pietbrauer,23,83338,147,221,883715,0,0,0,0,0
0,porsager,40,145882,4716,2133,0,0,0,0,19342,0
0,rogernolan,10,31540,5,114,54614,0,0,0,926,0
0,rzulkoski,11,20802,4,141,245330,0,0,0,0,0
0,manicmaniac,49,382592,184,3534,196717,0,0,0,0,0
0,raudabaugh,20,1892606,9,349,47302,0,0,0,0,0
0,appden,7,6287,344,83,0,0,0,0,81090,0
0,ShingoFukuyama,33,37639,1320,226,78854,0,0,0,0,0
0,youri-jeong,0,0,0,0,0,0,0,0,0,0
0,nakiwo,7,8261,22,34,44420,0,0,0,0,0
0,zubco,3,137221,9,19,134694,0,0,0,0,527346
0,dependabot[bot],0,0,0,0,0,0,0,0,0,0
0,hectr,23,61712,26,323,267416,0,0,0,0,0
0,plokijuhhb,1,1705,1,5,0,0,0,0,0,0
0,priteshrnandgaonkar,32,2957734,294,779,788384,0,0,0,0,0
0,ryanhornik-as,0,0,0,0,0,0,0,0,0,0
0,seanadams540,0,0,0,0,0,0,0,0,0,0
0,istio-testing,0,0,0,0,0,0,0,0,0,0
0,rshriram,8,81655,57,55,0,0,0,0,0,0
0,geeknoid,10,14598,10,67,0,0,0,0,0,0
0,ayj,3,454894,0,30,0,0,0,0,0,0
0,sebastienvas,3,424,0,9,0,0,0,0,0,0
0,ozevren,0,0,0,0,0,0,0,0,0,0
0,ldemailly,10,5116,8,100,0,0,0,0,0,0
0,andraxylia,0,0,0,0,0,0,0,0,0,0
0,ymesika,4,52740,1,95,0,0,0,0,0,98125
0,myidpt,8,259499,12,93,0,0,0,0,0,0
0,hklai,0,0,0,0,0,0,0,0,0,0
0,quanjielin,0,0,0,0,0,0,0,0,0,0
0,diemtvu,12,4098,1,48,0,0,0,0,0,0
0,wattli,0,0,0,0,0,0,0,0,0,0
0,lookuptable,9,2798,3,124,0,0,0,0,0,0
0,jmuk,9,9593,43,272,0,0,0,0,0,0
0,ZackButcher,8,94739,10,37,0,0,0,0,5229,0
0,vadimeisenbergibm,11,7016,24,415,0,0,0,0,0,0
0,gargnupur,0,0,0,0,0,0,0,0,0,6020
0,ijsnellf,1,22,0,1,0,0,0,0,0,0
0,clyang82,6,798292,0,47,0,0,0,34670,0,0
0,sushicw,1,38,0,2,0,0,0,0,0,0
0,pitlv2109,11,53375,0,228,0,0,0,0,6366,0
0,yutongz,3,589,0,15,0,0,0,0,0,0
0,gyliu513,13,4149131,16,1825,0,0,0,0,0,0
0,chxchx,2,3564,0,29,0,0,0,0,0,0
0,Nino-K,7,57724,1,60,0,0,0,0,0,0
0,selmanj,12,98396,2,815,0,0,0,0,0,0
0,yxue,12,5957622,3,209,85959,0,0,0,0,0
0,xiaolanz,0,0,0,0,0,0,0,0,0,0
0,tariq1890,6,6874,0,90,0,0,1986,0,0,0
0,utka,3,26205,2,115,0,0,0,0,0,0
0,AdamKorcz,4,2422,3,39,0,0,0,0,0,0
0,louiscryan,1,4536,2,38,0,0,0,52702,0,0
0,elevran,7,77903,1,81,0,0,0,23322,0,0
0,objectiser,18,864132,62,390,0,0,885805,0,0,0
0,qiwzhang,1,724,4,6,0,0,0,12142,0,0
0,lichuqiang,2,2080200,0,10,0,0,0,819680,0,0
0,sbezverk,23,2230887,120,1544,0,0,0,601436,0,0
0,jeffmendoza,17,750710,8,171,0,0,0,0,0,0
0,Tahler,38,103930,14,3377,0,0,0,0,3710,0
0,venilnoronha,9,1363576,83,291,0,0,75046,0,0,0
0,johscheuer,31,2496322,38,432,0,0,0,0,0,0
0,kramerul,1,1771,0,8,0,0,0,39723,0,0
0,c0d1ngm0nk3y,12,12235,1,404,0,0,45758,0,0,0
0,john-a-joyce,0,0,0,0,0,0,0,0,0,0
0,nschhina,13,63221,6,272,0,0,0,0,106560,0
0,mattdelco,1,122,0,57,0,0,0,0,0,0
0,zachgersh,2,1215,0,40,0,0,0,0,0,0
0,mangchiandjjoe,3,481,0,10,0,0,0,0,0,0
0,smawson,3,1001,0,17,0,0,0,2216,0,0
0,liamawhite,9,22648,12,96,0,0,0,0,0,0
0,SpecialYang,19,2490287,24,155,0,0,990287,0,0,0
0,abhide,7,2867,0,47,0,0,0,2115,0,0
0,fisherxu,3,3605537,3,76,0,0,0,0,0,0
0,manlinl,4,182150,2,40,0,0,0,1079,0,0
0,luksa,24,591273,2140,342,0,0,0,0,0,0
0,rlenglet,8,17718,41,153,0,0,0,0,0,0
0,cmluciano,9,17793,2,171,0,0,0,0,0,0
0,islinwb,7,51766,1,28,0,0,0,10631,0,0
0,mbanikazemi,3,387,1,25,0,0,0,0,0,0
0,axel7born,1,288,0,60,0,0,0,0,0,0
0,christian-posta,97,589957,725,1721,0,0,0,0,0,0
0,tiswanso,4,18891,4,36,0,0,0,0,0,0
0,gbaufake,8,656501,0,69,0,0,0,0,0,0
0,stewart-yu,2,858,0,12,0,0,0,0,0,0
0,jsPlachetka,1,1,0,1,0,0,0,0,0,0
0,rosenhouse,37,79693,38,427,0,0,0,0,0,0
0,wackxu,6,13666,0,58,0,0,0,0,0,0
0,shakti-das,1,228,0,3,0,0,3372,0,0,0
0,utako,25,294560,9,216,0,0,0,0,0,0
0,dwradcliffe,34,2593125,71,518,0,0,0,0,0,0
0,geoand,37,709702,41,9216,0,0,0,0,0,0
0,icygalz,1,6,0,3,0,0,0,0,0,0
0,crazytan,10,26593,7,504,0,0,0,0,0,0
0,tangiel,3,1630,0,103,0,0,0,0,0,0
0,holgero,10,55867,21,1212,0,0,0,0,0,0
0,joeyb,19,93208,94,168,0,0,0,0,0,0
0,philrud,2,2057,0,6,0,0,0,0,0,0
0,chowchow316,5,15650,5,10,0,0,0,0,0,0
0,yskopets,9,17136,31,34,0,0,121211,0,0,0
0,sakshigoel12,0,0,0,0,0,0,0,0,0,0
0,jackkleeman,11,1748650,33,224,0,0,0,0,0,0
0,supereagle,14,2858205,32,415,0,0,0,0,0,0
0,phil9909,2,13289,0,148,0,0,0,129371,0,0
0,robertpanzer,33,74058,26,268,405910,0,23037,0,0,0
0,zcahana,6,1561231,2,40,0,0,0,16269,0,0
0,knightXun,9,2206158,2,1143,0,0,0,0,0,0
0,rvkubiak,2,496,0,17,0,0,0,0,0,0
0,ChangyuWang,2,20020,1,115,0,0,0,0,0,0
0,kfaseela,0,0,0,0,0,0,0,0,0,0
0,zhuguihua,0,0,0,0,0,0,0,0,0,0
0,knight42,17,187176,146,377,0,0,0,0,0,0
0,waret,12,206234,5,138,0,0,0,0,48828,0
0,apicl,0,0,0,0,0,0,0,0,0,0
0,ronenschafferibm,3,2911,0,25,0,0,0,0,0,0
0,AdamDang,0,0,0,0,0,0,0,0,0,0
0,hanahmily,15,393551,2,99,0,0,141816,0,0,0
0,huang195,15,3451107,9,432,0,0,0,0,0,0
0,justinwei2,5,1187595,0,152,0,0,0,0,0,0
0,spikecurtis,7,8188,5,29,0,0,0,0,0,0
0,vbatts,86,3171797,581,4317,30,0,0,0,0,0
0,wenchenglu,0,0,0,0,0,0,0,0,0,0
0,xeviknal,23,125663,8,522,0,0,0,0,0,0
0,YaoZengzeng,17,17666267,104,436,6749758,0,0,1918616,0,0
0,YonkaFang,0,0,0,0,0,0,0,0,0,0
0,mathspanda,10,1272959,1,164,0,0,0,0,0,0
0,zc2638,28,721273,864,1308,0,0,0,0,862004,0
0,canthefason,2,1213,0,21,0,0,0,21276,0,0
0,bison,4,1416557,0,54,0,0,0,0,0,0
0,cgilmour,8,4869,1,45,0,0,0,10684,0,0
0,ckcd,4,23258,0,57,0,0,0,23302,0,0
0,AsCat,10,54973,0,299,0,0,10494,0,0,0
0,bcheung,8,4112866,4,593,0,0,0,0,0,0
0,gnirodi,0,0,0,0,0,0,0,0,0,0
0,ping035627,0,0,0,0,0,0,0,0,0,0
0,jnativio,16,11365,0,186,0,0,0,0,44984,0
0,sha-rath,0,0,0,0,0,0,0,0,0,0
0,loewenstein,3,982,0,38,0,0,0,0,0,0
0,seflerZ,4,160793,36,11,0,0,32121,0,0,0
0,alexburnos,1,695,0,10,0,0,0,7258,0,0
0,luckyxiaoqiang,1,16,0,5,0,0,0,0,0,0
0,brianwolfe,6,20585,0,97,0,0,0,0,0,0
0,christianang,11,4149993,3,231,0,0,0,0,0,0
0,redhotpenguin,60,3782471,85,7810,0,0,0,0,0,0
0,gliptak,14,816204,2,382,0,0,0,0,0,0
0,itaysk,27,245048,1019,501,0,0,0,0,0,0
0,zchee,264,11080584,1756,32528,311361,0,0,0,0,0
0,leecalcote,9,1278258,15,1090,0,0,0,0,56818,0
0,nlandolfi,26,1220178,0,1133,0,0,0,0,0,0
0,nicktrav,22,28538,10,428,0,0,0,0,0,0
0,pmichali,8,224876,10,263,0,0,0,0,0,0
0,PhilipGough,14,1288321,12,162,0,0,0,0,5372,0
0,rinormaloku,50,131454,980,578,0,0,3143,0,0,0
0,jronak,16,175871,35,145,0,0,0,0,0,0
0,theganyo,21,32000,220,335,230705,0,91856,0,0,0
0,SeriyBg,30,86800,11,588,0,0,0,0,46041,0
0,mathetake,12,31800,84,248,0,0,0,0,0,0
0,TrevorTaoARM,2,189733,0,8,20723,0,48473,479503,0,0
0,vikaschoudhary16,4,243312,17,25,0,0,0,0,0,0
0,110y,33,153887,89,1694,0,0,0,0,0,0
0,deveshkandpal24121990,6,87104,0,224,0,0,31850,0,0,0
0,domechn,18,571721,69,356,0,0,0,261924,0,0
0,l8huang,3,1069150,2,88,0,0,0,0,0,0
0,wangfakang,113,2295678,17,363,1226,0,0,0,0,0
0,vishalpowar,1,1631,3,12,0,0,0,5497,0,0
0,ydh926,3,2736,2,30,0,0,2660,0,0,0
0,shonecyx,1,17,1,12,0,0,0,0,0,0
0,rcurran1,0,0,0,0,0,0,0,0,0,0
0,ChenLingPeng,15,225684,6,276,0,0,0,0,0,0
0,saumoh,1,24101,23,12,0,0,0,0,0,0
0,zhucheng01,0,0,0,0,0,0,0,0,0,0
0,tanjunchen,25,2935204,112,272,0,0,0,0,0,0
0,adrianwg23,10,19699,2,346,0,0,0,0,0,0
0,XanderStrike,64,236106,384,1849,24744,0,0,0,2651,0
0,anandkumarpatel,34,257563,41,750,0,0,0,0,0,0
0,arkodg,0,0,0,0,0,0,0,0,0,0
0,blhagadorn,19,13278,18,165,753,0,74873,0,0,0
0,drichelson,8,67227,4,112,0,0,0,0,0,0
0,deva26,0,0,0,0,0,0,0,0,0,0
0,munnerz,48,16689227,1515,1177,0,0,0,0,0,0
0,Stono,54,215340,475,1430,0,0,0,0,0,0
0,whalecold,18,1544661,5,879,0,0,0,0,0,0
0,luisyonaldo,1,20186,1,29,0,0,0,0,12736,0
0,mdevilliers,61,1973626,448,2589,0,0,0,0,0,0
0,hickeyma,8,91704,0,67,0,0,0,0,0,0
0,nhsieh,2,21358,0,31,0,0,0,0,34609,0
0,rokii,3,424,0,13,0,0,11740,0,0,0
0,rytswd,19,1317931,45,2409,0,0,0,0,0,0
0,starizard,22,65651,7,320,0,0,0,0,2708,0
0,tak2siva,53,993703,110,759,4404,0,0,0,0,0
0,shriramsharma,44,128300,8,237,0,0,0,0,0,0
0,tvieira,13,42637,32,142,0,0,0,0,0,0
0,wlu2016,0,0,0,0,0,0,0,0,0,0
0,yp28,1,4226,0,123,0,0,0,0,0,0
0,andrewshaoyu,3,8818,0,21,0,0,0,3765,0,0
0,champly,18,-274464,45,465,0,0,0,29820,0,0
0,sniperking1234,16,129744,5,254,0,0,0,0,0,0
0,dzdx,14,164706,51,1582,0,0,0,0,566784,0
0,zhd173,7,210300,6,262,0,0,0,1274,0,0
0,helight,25,3632322,30,3565,0,0,0,0,0,0
0,luckoseabraham,1,63880,0,6,0,0,0,8606,0,0
0,FengyunPan2,7,1603512,0,16,0,0,0,0,0,0
0,liwenhao0810,0,0,0,0,0,0,0,0,0,0
0,rcernich,2,8562,5,16,0,0,137140,0,0,0
0,aaronshurley,6,2939,0,37,0,0,0,0,0,0
0,dicarlo2,2,83326,61,101,0,0,0,0,0,0
0,awwithro,6,547736,4,62,0,0,0,0,370628,0
0,sublimino,18,981758,197,322,0,0,0,0,0,0
0,plumdog,41,223316,256,1197,0,0,0,0,0,0
0,arcimboldo,8,58016,0,97,0,0,0,0,0,0
0,arianmotamedi,0,0,0,0,0,0,0,0,0,0
0,bingoarun,44,1041627,13,283,0,0,0,0,0,0
0,btoonk,0,0,0,0,0,0,0,0,0,0
0,keitwb,13,87234,8,207,0,0,0,0,3661,0
0,cezarsa,44,1116001,376,1249,2095,0,0,0,0,0
0,davidraskin,1,620040,0,1026,0,0,0,13608,0,0
0,EItanya,5,140820,0,71,0,0,0,0,0,0
0,ErikWittern,15,574800,195,362,0,0,930002,0,0,0
0,etifontaine,11,633589,1,238,0,0,0,0,0,0
0,kidiyoor,26,1619712,11,299,0,0,236859,0,0,0
0,chaudyg,5,32473,0,22,0,0,0,0,0,0
0,Haleygo,1,2383,0,9,0,0,0,0,0,0
0,harryge00,47,1612485,18,654,587,0,0,0,293217,0
0,harveyxia,19,626548,23,1519,0,0,0,0,514,0
0,mKeRix,10,217647,1061,1020,14048,0,0,0,0,0
0,wora,2,1996,1,50,0,0,0,48729,0,0
0,lcc3108,7,49736,1,274,0,0,0,0,1243,0
0,FrimIdan,3,4503,0,15,0,0,0,0,0,0
0,imikushin,29,256853,78,1016,0,0,0,0,0,0
0,jjasghar,189,562411,517,3756,0,0,0,0,0,0
0,jasminejaksic-zz,0,0,0,0,0,0,0,0,0,0
0,jpkrohling,50,2295817,17,209,0,0,9528,0,0,0
0,kerthcet,21,564164,67,1472,0,0,0,0,22114,0
0,249043822,0,0,0,0,0,0,0,0,0,0
0,k,38,269932,22,640,120740,0,0,0,0,0
0,krancour,4,9189,2,74,0,0,0,241506,0,0
0,ewbankkit,30,2533926,3,286,0,0,5959,0,0,0
0,leizhiyuan,6,144130,15,201,0,0,0,0,0,0
0,sevennt,12,8809,72,59,0,0,0,0,0,0
0,LillyWu,4,13211,0,76,1054,0,0,0,0,0
0,zenlint,6,40220,0,924,0,0,0,250858,0,0
0,listx,29,121691,51,5387,0,0,0,0,0,0
0,TianTianBigWang,0,0,0,0,0,0,0,0,0,0
0,lucasvmiguel,58,4035193,36,586,0,0,0,0,0,0
0,kramvan1,0,0,0,0,0,0,0,0,0,0
0,marshallford,18,79147,31,423,0,0,0,0,0,0
0,martonsereg,18,95196,27,269,0,0,0,0,0,0
0,michaelbannister,11,47410,1,107,0,0,7296,0,0,0
0,morlay,92,392865,249,765,0,0,0,0,221512,0
0,Niksko,24,70942,9,748,0,0,0,0,0,0
0,nikolay-pshenichny,12,72012,3,75,4498,0,0,0,0,0
0,hacktron95,4,181304,0,18,0,0,0,0,2823026,0
0,pinxiong,8,3784,1,131,0,0,15837,0,0,0
0,piotrkpc,8,18465,3,57,0,0,0,0,0,0
0,prune998,18,3755086,38,151,0,0,0,0,0,0
0,yacut,9,18369,4,55,0,0,0,0,223929,0
0,rmstoi,1,144,0,15,0,0,0,0,0,0
0,silverdev,14,1164094,11,1362,0,0,0,0,0,0
0,sarvaniv,0,0,0,0,0,0,0,0,0,0
0,SataQiu,29,219800,14,135,0,0,0,0,0,0
0,scaat,11,204545,1,129,0,0,6058,0,0,0
0,ssuchter,1,28,0,30,0,0,0,0,0,0
0,SchSeba,17,461039,4,145,0,0,0,0,0,0
0,songrgg,25,2926777,46,320,0,0,0,0,0,0
0,steffengy,14,29499,82,580,0,0,73045,0,0,0
0,stevehipwell,1,6826,0,3,0,0,0,0,5014,0
0,sebastien-prudhomme,26,310048,9,1895,0,0,0,0,1646,0
0,kimxogus,18,186672,553,1139,1073,0,0,0,0,0
0,houshengbo,20,7988798,4,18367,0,0,0,0,7403,0
0,wmuizelaar,1,876,0,2,0,0,0,0,0,0
0,panywei,2,64,0,13,0,0,0,0,0,0
0,zehuaiWANG,12,314109,2,193,0,0,40344,0,0,0
0,kimikowang,1,5679999,1,1794,0,0,0,1265719,0,0
0,chrisob,2,622,5,55,0,0,0,0,0,0
0,cocotyty,35,181465,67,539,119,0,0,0,0,0
0,dunjut,4,1126338,26,38,0,0,0,95364,0,0
0,dthomastx,5,225970,4,30,0,0,0,0,0,0
0,erdun,9,238270,0,49,207296,0,6317,0,51042,0
0,jfaixo,7,42150,1,79,0,0,0,0,0,0
0,jkbschmid,0,0,0,0,0,0,0,0,0,0
0,jxlwqq,52,3417544,1542,1664,0,0,0,0,11451,0
0,laek3,0,0,0,0,0,0,0,0,0,0
0,hwdef,6,16787,2,162,0,0,0,0,0,0
0,kevin21th,0,0,0,0,0,0,0,0,0,0
0,mnktsts2,0,0,0,0,0,0,0,0,0,0
0,Moriadry,13,44253,43,230,0,0,14464,0,0,0
0,paassdc,1,46,0,7,0,0,0,0,0,0
0,imroc,77,4677095,3114,2421,0,0,0,0,23268,0
0,salrashid123,158,447394,1144,1713,0,0,8880,0,0,0
0,wangchenglong01,0,0,0,0,0,0,0,0,0,0
0,x15zhang,1,23,0,5,0,0,0,272,0,0
0,yangson1,0,0,0,0,0,0,0,0,0,0
0,johnlanni,12,262855,40,126,0,0,0,0,0,0
0,adamglt,4,2436,22,28,0,0,0,0,0,0
0,AEGQ,2,8603,8,46,0,0,0,27801,0,0
0,Aakash2017,1,19452,0,4,0,0,0,0,22772,0
0,aaronmell,10,227436,103,448,0,0,0,0,0,0
0,aaronjwood,17,331000,281,3348,15599,0,25946,0,0,0
0,abbasally5,22,155727,3,213,0,0,0,0,0,0
0,boredabdel,16,7619,19,255,0,0,0,0,0,0
0,abhioncbr,16,302468,387,309,0,0,233646,0,0,0
0,adammil2000,0,0,0,0,0,0,0,0,0,0
0,asmith60,10,68207,7,252,0,0,0,0,32456,0
0,AdityaHarindar,3,3267,0,18,0,0,0,3403,0,0
